Country,City,Line,Phase,Start_year,End_year,RR,Length,TunnelPer,Tunnel,Elevated,Atgrade,Stations,Platform_length_meters,Source1,Cost,Currency,Year,PPP_rate,Real_cost,Cost_km_millions,Anglo,Inflation_index,Real_cost_2023_dollars,Cost_km_2023_dollars,Source2,Reference1,Reference2,Reference3,Comments
CN,Shanghai,Line 4,Line 4 Phase 1,NaN,2005,0,22.032,94,20.782,1.285,0.0368,9,NaN,Wiki,12600,CNY,2005,0.3519,4433.94,201.25,0,1.560174091,6917.71831,313.9850358,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A4%E5%8F%B7%E7%BA%BF,NaN,NaN,NaN
CN,Shanghai,Line 5,Line 5 Phase 1,2000,2002,0,17.206,0,0,16.7,0.51,11,NaN,Wiki,3437,CNY,2001,0.368,1264.816,73.51017087,0,1.720508187,2176.126284,126.4748508,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A5%E5%8F%B7%E7%BA%BF,NaN,NaN,NaN
CN,Shanghai,Line 5,Line 5 Southern Extension,2014,2018,0,19.628,39,7.747,11.9743,0,9,NaN,Wiki,10619,CNY,2016,0.251,2665.369,135.7942225,0,1.269554638,3383.831576,172.398185,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A5%E5%8F%B7%E7%BA%BF,NaN,NaN,NaN
CN,Shanghai,Line 7,Line 7 Phase 1,2005,2009,0,34.388,100,34.388,0,0,28,NaN,Wiki,18700,CNY,2007,0.333,6227.1,181.0835175,0,1.469562366,9151.111807,266.1135224,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A7%E5%8F%B7%E7%BA%BF,NaN,NaN,NaN
CN,Shanghai,Line 7,Line 7 Northern Extension,2009,2011,0,9.978,70,7.01,2.515,0.479,5,NaN,Wiki,3157,CNY,2010,0.3,947.1,94.91882141,0,1.397356642,1323.436476,132.6354456,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A7%E5%8F%B7%E7%BA%BF,NaN,NaN,NaN
CN,Shanghai,Line 8,Line 8 Phase 2,NaN,2009,0,14.44,57,8.24,6.2092,0,8,NaN,Wiki,5332,CNY,2009,0.317,1690.244,117.0529086,0,1.420277155,2400.61494,166.247572,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A8%E5%8F%B7%E7%BA%BF,NaN,NaN,NaN
CN,Shanghai,Line 9,Line 9 Phase 1,NaN,2008,0,30.687,48,14.782,15.9588,0,13,NaN,Wiki,19000,CNY,2008,0.315,5985,195.0337276,0,1.415224126,8470.116394,276.0164367,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A9%E5%8F%B7%E7%BA%BF,NaN,NaN,NaN
CN,Shanghai,Line 9,Line 9 Phase 2,2005,2009,0,14.5,100,14.5,0,0,10,NaN,Wiki,8940,CNY,2007,0.333,2977.02,205.3117241,0,1.469562366,4374.916554,301.718383,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A9%E5%8F%B7%E7%BA%BF,NaN,NaN,NaN
CN,Shanghai,Line 9,Line 9 Phase 3,2009,2012,0,5.372,100,5.372,0,0,NaN,NaN,Wiki,2800,CNY,2010,0.3,840,156.366344,0,1.397356642,1173.77958,218.4995494,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A9%E5%8F%B7%E7%BA%BF,NaN,NaN,NaN
CN,Shanghai,Line 9,Line 9 Phase 3 Eastern Extension,2013,2017,0,13.828,100,13.828,NaN,NaN,9,138,NaN,12713,CNY,2015,0.258,3279.954,237.1965577,0,1.285570233,4216.611229,304.932834,Plan,https://www.pudong.gov.cn/zwgkupfiles/temp/2021-11-10/2c4b9a67-37b0-4046-a0ca-7cdc4d3b0d27/46%E5%8F%B7.pdf,https://web.archive.org/web/20201108201629/http://news.sina.com.cn/o/2017-12-27/doc-ifyqchnr6135266.shtml,NaN,NaN
CN,Shanghai,Line 10,Line 10 Phase 1,2005,2010,0,36.221,100,36.221,0,0,31,138,Wiki,23784,CNY,2007,0.333,7920.072,218.6596726,0,1.469562366,11639.03974,321.3340257,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A10%E5%8F%B7%E7%BA%BF,NaN,NaN,NaN
CN,Shanghai,Line 11,Line 11 Phase 1,2007,2009,0,46.008,47,21.676,24.3853,0,21,NaN,Wiki,18950,CNY,2008,0.315,5969.25,129.7437402,0,1.415224126,8447.826614,183.6164714,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A11%E5%8F%B7%E7%BA%BF,NaN,NaN,NaN
CN,Shanghai,Line 11,Line 11 Phase 2,NaN,2013,0,22.886,NaN,NaN,NaN,NaN,13,NaN,Wiki,12965,CNY,2013,0.273,3539.445,154.6554662,0,1.307975292,4629.506606,202.2855285,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A11%E5%8F%B7%E7%BA%BF,NaN,NaN,NaN
CN,Shanghai,Line 11,Line 11 Huaqiao,NaN,2013,0,6,0,0,6,0,3,NaN,Wiki,1849,CNY,2013,0.273,504.777,84.1295,0,1.307975292,660.2358438,110.0393073,Plan,https://zh.wikipedia.org/wiki/%E4%B8%8A%E6%B5%B7%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A11%E5%8F%B7%E7%BA%BF,NaN,NaN,NaN
CN,Xuzhou,Line 3,Line 3 Phase 2,NaN,NaN,0,6.5,100,6.5,0,0,5,NaN,Plan,5015.4,CNY,2020,0.239,1198.6806,184.4124,0,1.17731472,1411.224315,217.1114331,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202002/P020200210345113822478.pdf,NaN,NaN,NaN
CN,Xuzhou,Line 4,Line 4 Phase 1,2021,NaN,0,26.2,100,26.2,NaN,NaN,19,117,NaN,18470,CNY,2021,0.239,4414.33,168.4858779,0,1.124486105,4963.85275,189.4600286,Trade,http://www.rail-transit.com/project/show.php?itemid=510,NaN,NaN,NaN
CN,Xuzhou,Line 5,Line 5 Phase 1,NaN,NaN,0,24.6,100,24.6,0,0,20,NaN,Plan,16830,CNY,2020,0.239,4022.37,163.5109756,0,1.17731472,4735.59541,192.5038785,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202002/P020200210345113822478.pdf,NaN,NaN,NaN
CN,Xuzhou,Line 6,Line 6 Phase 1,2021,NaN,0,22.912,100,22.912,NaN,NaN,16,117,Trade,19157,CNY,2021,0.239,4578.523,199.8307874,0,1.124486105,5148.485497,224.7069438,Trade,http://www.rail-transit.com/project/show.php?itemid=328,NaN,NaN,NaN
CN,Shenzhen,Line 6,Line 6 Phase 1,2015,2020,0,37.626,35,13.01,24.8358,0,20,138,Plan,16800,CNY,2017,0.239,4015.2,106.7134428,0,1.243072781,4991.185829,132.6525761,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf,NaN,NaN,NaN
CN,Shenzhen,Line 6,Line 6 (feeder),2018,2022,0,6.13,87,5.305,0,0,4,NaN,Media,3795,CNY,2018,0.237,899.415,146.723491,0,1.21343491,1091.38156,178.0394062,Plan,http://fgw.sz.gov.cn/zwgk/qt/tzgg/201902/P020190226346098115982.pdf; https://www.sohu.com/a/224155978_729676,NaN,NaN,NaN
CN,Shenzhen,Line 3,Line 3 Phase 4,NaN,2022,0,9.35,79,7.42,0,0,7,NaN,Plan,10785,CNY,2020,0.239,2577.615,275.6807487,0,1.17731472,3034.664082,324.5630034,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf,NaN,NaN,NaN
CN,Shenzhen,Line 12,Line 12 Phase 2,2020,2022,0,8.05,100,8.05,NaN,NaN,6,138,NaN,9094,CNY,2021,0.239,2173.466,269.9957764,0,1.124486105,2444.032318,303.6064991,NaN,https://huacheng.gz-cmc.com/pages/2020/09/02/12217064331742859f82edec5e61f9ff.html,NaN,NaN,NaN
CN,Shenzhen,Line 13,Line 13 Northern Extension,2021,NaN,0,19.296,100,19.296,NaN,NaN,11,184,NaN,27880,CNY,2021,0.239,6663.32,345.3213101,0,1.124486105,7492.810756,388.3090151,Trade,http://www.rail-transit.com/project/show.php?itemid=537,NaN,NaN,NaN
CN,Shenzhen,Line 13,Line 13 Southern Extension,2020,2025,0,4.47,100,4.47,0,0,3,NaN,Plan,4962,CNY,2020,0.239,1185.918,265.3060403,0,1.17731472,1396.198718,312.3487065,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf,NaN,NaN,NaN
CN,Shenzhen,Line 16,Line 16 Phase 2,NaN,NaN,0,9.53,100,9.53,0,0,7,138,Plan,10995,CNY,2020,0.239,2627.805,275.7402938,0,1.17731472,3093.753508,324.6331068,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf,NaN,NaN,NaN
CN,Shenzhen,Line 7,Line 7 Phase 2,NaN,NaN,0,2.45,100,2.45,0,0,2,NaN,Plan,2806,CNY,2020,0.239,670.634,273.7281633,0,1.17731472,789.5472799,322.2641959,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf,NaN,NaN,NaN
CN,Shenzhen,Line 8,Line 8 Phase 3,NaN,2025,0,4.26,100,4.26,0,0,NaN,NaN,Plan,8318,CNY,2020,0.239,1988.002,466.6671362,0,1.17731472,2340.504018,549.4140887,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf,NaN,NaN,NaN
CN,Shenzhen,Line 11,Line 11 Phase 2,NaN,NaN,0,5.58,100,5.58,0,0,3,NaN,Plan,6634,CNY,2020,0.239,1585.526,284.1444444,0,1.17731472,1866.663099,334.5274371,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf,NaN,NaN,NaN
CN,Shenzhen,Line 20,Line 20 Phase 1,2022,NaN,0,8.43,100,8.43,NaN,NaN,5,184,NaN,11206,CNY,2021,0.239,2678.234,317.7027284,0,1.124486105,3011.63692,357.2523037,Trade,http://www.rail-transit.com/project/show.php?itemid=557,http://fgw.sz.gov.cn/gkmlpt/content/8/8275/post_8275981.html#2647,NaN,NaN
CN,Hangzhou,Line 1,Line 1 Phase 1,2007,2012,0,48,NaN,NaN,NaN,NaN,31,NaN,Plan,22076,CNY,2007,0.333,7351.308,153.15225,0,1.469562366,10803.20557,225.0667828,Plan,https://tieba.baidu.com/p/4042648134?red_tag=1976143705; https://www.sohu.com/a/277774667_180330; http://zzhz.zjol.com.cn/05zzhz/system/2007/01/10/008096707.shtml,NaN,NaN,NaN
CN,Nanjing,Line 1,Line 1 Phase 1,2000,2005,0,21.72,66,14.33,6.05,1.552,16,NaN,Media,8500,CNY,2000,0.367,3119.5,143.6233886,0,1.769465738,5519.848368,254.1366652,Media,https://baike.baidu.com/item/%E5%8D%97%E4%BA%AC%E5%9C%B0%E9%93%811%E5%8F%B7%E7%BA%BF,NaN,NaN,NaN
CN,Wuhan,Line 1,Line 1 Phase 1,2000,2003,0,10.234,0,0,10.23,0,10,78,Wiki,2199,CNY,2000,0.367,807.033,78.85802228,0,1.769465738,1428.017243,139.5365686,Media,https://zh.wikipedia.org/wiki/%E6%AD%A6%E6%B1%89%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A1%E5%8F%B7%E7%BA%BF#%E4%B8%80%E6%9C%9F%E5%B7%A5%E7%A8%8B; https://baike.baidu.com/item/%E6%AD%A6%E6%B1%89%E5%9C%B0%E9%93%811%E5%8F%B7%E7%BA%BF/,NaN,NaN,NaN
CN,Wuhan,Line 1,Line 1 Phase 2,2005,2010,0,18.25,0,0,18.25,0,16,NaN,Media,4649.8,CNY,2005,0.3519,1636.26462,89.65833534,0,1.560174091,2552.857666,139.8826119,Media,https://zh.wikipedia.org/wiki/%E6%AD%A6%E6%B1%89%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A1%E5%8F%B7%E7%BA%BF#%E4%B8%80%E6%9C%9F%E5%B7%A5%E7%A8%8B; https://baike.baidu.com/item/%E6%AD%A6%E6%B1%89%E5%9C%B0%E9%93%811%E5%8F%B7%E7%BA%BF/,NaN,NaN,NaN
CN,Wuhan,Line 1,Line 1 Phase 3 Hankou North,2011,2013,0,5.7,0,0,5.7,0,3,NaN,Media,2361,CNY,2011,0.284,670.524,117.6357895,0,1.354598358,908.2907093,159.3492472,Media,https://zh.wikipedia.org/wiki/%E6%AD%A6%E6%B1%89%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A1%E5%8F%B7%E7%BA%BF#%E4%B8%80%E6%9C%9F%E5%B7%A5%E7%A8%8B； http://www.whtpi.com/Service/22/1645.html,NaN,NaN,NaN
CN,Hefei,Line 2,Line 2 Eastern Extension,2020,2024,0,14.5,100,14.5,NaN,NaN,11,117,NaN,9702,CNY,2020,0.239,2318.778,159.9157241,0,1.17731472,2729.931472,188.271136,Trade,http://www.rail-transit.com/project/show.php?itemid=563,NaN,NaN,NaN
CN,Hefei,Line 3,Line 3 Southern Extension,2020,2024,0,11.25,100,11.25,NaN,NaN,8,117,NaN,9103,CNY,2020,0.239,2175.617,193.3881778,0,1.17731472,2561.385919,227.6787484,Trade,http://www.rail-transit.com/project/show.php?itemid=564,NaN,NaN,NaN
CN,Hefei,Line 4,Line 4 Southern Extension,2022,NaN,0,13.97,47,6.55,NaN,NaN,8,117,NaN,7396,CNY,2020,0.239,1767.644,126.5314245,0,1.17731472,2081.073301,148.9673086,Trade,http://www.rail-transit.com/project/show.php?itemid=582,NaN,NaN,NaN
CN,Hefei,Line 6,Line 6 Phase 1,2021,NaN,0,27.5,100,27.5,NaN,NaN,17,117,NaN,20983.6,CNY,2021,0.239,5015.0804,182.36656,0,1.124486105,5639.388228,205.0686628,Trade,http://www.rail-transit.com/project/show.php?itemid=325,NaN,NaN,NaN
CN,Hefei,Line 7,Line 7 Phase 1,NaN,NaN,0,21,100,21,0,0,17,NaN,Plan,16881,CNY,2020,0.239,4034.559,192.1218571,0,1.17731472,4749.945699,226.1878904,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=16921,NaN,NaN,NaN
CN,Hefei,Line 8,Line 8 Phase 1,NaN,NaN,0,23,100,23,0,0,12,NaN,Plan,16201,CNY,2020,0.239,3872.039,168.3495217,0,1.17731472,4558.608511,198.20037,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=16921,NaN,NaN,NaN
CN,Kunming,Line 1,Line 1 Phase 1 and Line 2 Phase 1,2010,2014,0,42.1,70,29.4,12.09,0.961,31,NaN,Plan,23137,CNY,2010,0.3,6941.1,164.871734,0,1.397356642,9699.19219,230.3846126,Media,https://www.kankanyn.com/jianwen/34919.html,NaN,NaN,NaN
CN,Shanghai,Line 1,Line 1 Western Extension,NaN,NaN,0,1.2,0,0,0,0,1,NaN,Plan,3575,CNY,2018,0.237,847.275,706.0625,0,1.21343491,1028.113064,856.7608863,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670719961874.pdf,NaN,NaN,NaN
CN,Shanghai,Line 20,Line 20 Phase 1,NaN,NaN,0,19.8,100,19.8,0,0,16,NaN,Plan,39354,CNY,2018,0.237,9326.898,471.0554545,0,1.21343491,11317.58364,571.5951332,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670719961874.pdf,NaN,NaN,NaN
CN,Beijing,Line 28,Line 28,2017,2021,0,8.777,100,8.777,0,0,9,NaN,Media,12750,CNY,2019,0.238,3034.5,345.7331662,0,1.191839066,3616.635645,412.0582938,Media,http://www.tzxm.gov.cn/flfg/law/201912/t20191220_12825.html; https://new.qq.com/rain/a/20200812A0UGAJ00,NaN,NaN,NaN
CN,Wuhan,Line 11,Line 11 Phase 3,NaN,NaN,0,9.9,100,9.9,0,0,6,NaN,Plan,13515,CNY,2019,0.238,3216.57,324.9060606,0,1.191839066,3833.633783,387.2357357,Plan,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf,NaN,NaN,NaN
CN,Shanghai,Line 19,Line 19,NaN,NaN,0,44.5,100,44.5,0,0,32,NaN,Plan,60524,CNY,2018,0.237,14344.188,322.3413034,0,1.21343491,17405.73848,391.1401905,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/t20181219_1145778.html; http://shanghai.metrofans.cn/thread-443669-1-1.html,NaN,NaN,NaN
CN,Shanghai,Line 21,Line 21 Phase 1,NaN,NaN,0,28,100,28,0,0,16,NaN,Plan,36956,CNY,2018,0.237,8758.572,312.8061429,0,1.21343491,10627.95703,379.5698939,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670719961874.pdf; https://baike.baidu.com/item/%E4%B8%8A%E6%B5%B7%E5%9C%B0%E9%93%8121%E5%8F%B7%E7%BA%BF,NaN,NaN,NaN
CN,Shanghai,Line 13,Line 13 Western Extension,NaN,NaN,0,9.8,100,9.8,0,0,5,NaN,Plan,12629,CNY,2018,0.237,2993.073,305.4156122,0,1.21343491,3631.899267,370.601966,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670719961874.pdf,NaN,NaN,NaN
CN,Beijing,Line 11,Line 11 West,2019,2021,0,4.2,100,4.2,NaN,NaN,4,138,NaN,5715,CNY,2020,0.239,1365.885,325.2107143,0,1.17731472,1608.076516,382.875361,Trade,http://www.rail-transit.com/project/show.php?itemid=360,NaN,NaN,NaN
CN,Shanghai,Line 23,Line 23 Phase 1,NaN,NaN,0,28,100,28,0,0,22,NaN,Plan,33729,CNY,2018,0.237,7993.773,285.4918929,0,1.21343491,9699.923223,346.4258294,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201812/W020190910670719961874.pdf,NaN,NaN,NaN
CN,Shenzhen,Line 13,Line 13,2021,NaN,0,22.436,100,22.436,NaN,NaN,16,184,NaN,23371,CNY,2021,0.239,5585.669,248.9601088,0,1.124486105,6281.00718,279.9521831,Trade,http://www.rail-transit.com/project/show.php?itemid=75,NaN,NaN,NaN
CN,Beijing,Line 3,Line 3 Phase 1+2,2016,2021,0,37.4,56,20.8,0,0,27,NaN,Plan,41500,CNY,2015,0.258,10707,286.2834225,0,1.285570233,13764.60049,368.0374462,Plan,http://www.gov.cn/xinwen/2018-02/18/content_5267552.htm; https://zh.m.wikisource.org/zh-hans/%E5%8C%97%E4%BA%AC%E5%B8%82%E5%9F%8E%E5%B8%82%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A%E7%AC%AC%E4%BA%8C%E6%9C%9F%E5%BB%BA%E8%AE%BE%E8%A7%84%E5%88%92%EF%BC%882015%EF%BD%9E2021%E5%B9%B4%EF%BC%89,NaN,NaN,NaN
CN,Beijing,Line 12,Line 12,2017,2021,0,29.2,100,29.2,0,0,21,NaN,Plan,32400,CNY,2015,0.258,8359.2,286.2739726,0,1.285570233,10746.33869,368.0252978,Media,https://zh.wikisource.org/zh-hans/%E5%8C%97%E4%BA%AC%E5%B8%82%E5%9F%8E%E5%B8%82%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A%E7%AC%AC%E4%BA%8C%E6%9C%9F%E5%BB%BA%E8%AE%BE%E8%A7%84%E5%88%92%EF%BC%882015%EF%BD%9E2021%E5%B9%B4%EF%BC%89,NaN,NaN,NaN
CN,Guangzhou,Line 13,Line 13 Phase 2,2019,NaN,0,33.5,100,33.5,NaN,NaN,23,184,NaN,41085,CNY,2019,0.238,9778.23,291.8874627,0,1.191839066,11654.07651,347.8828808,Trade,http://www.rail-transit.com/project/show.php?itemid=350,NaN,NaN,NaN
CN,Guangzhou,Line 10,Line 10,2017,2022,0,19.41,100,19.41,NaN,NaN,14,117,NaN,23143,CNY,2020,0.239,5531.177,284.9653272,0,1.17731472,6511.936101,335.4938743,Trade,http://www.rail-transit.com/project/show.php?itemid=151,NaN,NaN,NaN
CN,Shenzhen,Line 12,Line 12,2017,2022,0,40,100,40,0,0,33,NaN,Plan,38140,CNY,2017,0.239,9115.46,227.8865,0,1.243072781,11331.18021,283.2795052,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf,NaN,NaN,NaN
CN,Beijing,Line 8,Line 8 Phase 4,2016,2018,0,3.4,29,0.9886,2.414,0,2,NaN,Wiki,3420,CNY,2015,0.258,882.36,259.5176471,0,1.285570233,1134.335751,333.6281621,Media,https://zh.wikipedia.org/wiki/%E5%8C%97%E4%BA%AC%E5%9C%B0%E9%93%818%E5%8F%B7%E7%BA%BF#%E4%B8%89%E6%9C%9F%E5%8F%8A%E5%9B%9B%E6%9C%9F%E5%B7%A5%E7%A8%8B,NaN,NaN,NaN
CN,Chengdu,Line 18,Line 18 Phase 3,2019,2024,0,14.29,100,14.29,0,0,7,NaN,Plan,14656,CNY,2019,0.238,3488.128,244.0957313,0,1.191839066,4157.287216,290.9228283,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201908/W020190905497973740066.pdf,NaN,NaN,NaN
CN,Tianjin,M8,M8 Phase 1,2017,2020,0,20,100,20,0,0,18,NaN,Plan,20053,CNY,2015,0.258,5173.674,258.6837,0,1.285570233,6651.121292,332.5560646,Media,https://wenku.baidu.com/view/801ab19a8ad63186bceb19e8b8f67c1cfbd6ee6e.html,NaN,NaN,NaN
CN,Beijing,Line 19,Line 19 Phase 1,2017,2021,0,22.4,100,22.4,0,0,10,NaN,Plan,22180,CNY,2015,0.258,5722.44,255.4660714,0,1.285570233,7356.598526,328.4195771,Media,https://zh.wikisource.org/zh-hans/%E5%8C%97%E4%BA%AC%E5%B8%82%E5%9F%8E%E5%B8%82%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A%E7%AC%AC%E4%BA%8C%E6%9C%9F%E5%BB%BA%E8%AE%BE%E8%A7%84%E5%88%92%EF%BC%882015%EF%BD%9E2021%E5%B9%B4%EF%BC%89,NaN,NaN,NaN
CN,Beijing,Line 17,Line 17,2015,2022,0,49.7,100,49.7,NaN,NaN,20,184,NaN,51085,CNY,2019,0.238,12158.23,244.6323944,0,1.191839066,14490.65348,291.5624443,Trade,http://www.rail-transit.com/project/show.php?itemid=92,NaN,NaN,NaN
CN,Beijing,Line 16,Line 16,2013,2021,0,49.8,100,49.8,0,0,29,NaN,Media,49500,CNY,2013,0.273,13513.5,271.3554217,0,1.307975292,17675.3241,354.9261868,Media,http://www.bjnews.com.cn/news/2016/11/25/424943.html; https://baijiahao.baidu.com/s?id=1633332748114018963&wfr=spider&for=pc,NaN,NaN,NaN
CN,Beijing,Line 25,Line 25 Phase 2 (Fangshan Northern Extension),2017,2020,0,5,NaN,NaN,NaN,NaN,4,NaN,Plan,4860,CNY,2015,0.258,1253.88,250.776,0,1.285570233,1611.950804,322.3901608,Media,https://zh.wikisource.org/zh-hans/%E5%8C%97%E4%BA%AC%E5%B8%82%E5%9F%8E%E5%B8%82%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A%E7%AC%AC%E4%BA%8C%E6%9C%9F%E5%BB%BA%E8%AE%BE%E8%A7%84%E5%88%92%EF%BC%882015%EF%BD%9E2021%E5%B9%B4%EF%BC%89,NaN,NaN,NaN
CN,Tianjin,M10,M10 Phase 1,2018,2022,0,21.22,100,21.22,NaN,NaN,21,117,NaN,22069,CNY,2020,0.239,5274.491,248.5622526,0,1.17731472,6209.735895,292.6359988,Trade,http://www.rail-transit.com/project/show.php?itemid=316,NaN,NaN,NaN
CN,Tianjin,M7,M7 Phase 1,2019,NaN,0,26.53,100,26.53,NaN,NaN,21,138,NaN,26890,CNY,2019,0.238,6399.82,241.2295515,0,1.191839066,7627.555489,287.5068032,Trade,http://www.rail-transit.com/project/show.php?itemid=154,NaN,NaN,NaN
CN,Wuhan,Line 12,Line 12 (Ring),2020,2024,0,59.9,100,59.9,0,0,37,NaN,Plan,58387,CNY,2018,0.237,13837.719,231.0136728,0,1.21343491,16791.17131,280.3200553,Plan,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf,NaN,NaN,NaN
CN,Nanchang,Line 2,Line 2 Eastern Extension,2021,NaN,0,10.42,100,10.42,NaN,NaN,9,117,NaN,10301,CNY,2021,0.239,2461.939,236.2705374,0,1.124486105,2768.416198,265.6829365,Trade,http://www.rail-transit.com/project/show.php?itemid=392,NaN,NaN,NaN
CN,Chengdu,Line 8,Line 8 Phase 2,2019,2024,0,7.83,100,7.83,0,0,7,NaN,Plan,7452,CNY,2019,0.238,1773.576,226.5103448,0,1.191839066,2113.817163,269.9638777,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201908/W020190905497973740066.pdf,NaN,NaN,NaN
CN,Tianjin,M11,M11 Phase 1,2019,NaN,0,22.6,100,22.6,NaN,NaN,21,117,NaN,23789,CNY,2019,0.238,5661.782,250.5213274,0,1.191839066,6747.932969,298.5811048,Trade,http://www.rail-transit.com/project/show.php?itemid=155,NaN,NaN,NaN
CN,Shenzhen,Line 16,Line 16,2018,2023,0,27.6,100,27.6,0,0,24,NaN,Media,27530,CNY,2017,0.239,6579.67,238.3938406,0,1.243072781,8179.008683,296.3408943,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf,NaN,NaN,NaN
CN,Guangzhou,Line 12,Line 12,2018,2023,0,37.6,100,37.6,NaN,NaN,25,138,NaN,37500,CNY,2020,0.239,8962.5,238.3643617,0,1.17731472,10551.68318,280.6298718,Trade,http://www.rail-transit.com/project/show.php?itemid=252,NaN,NaN,NaN
CN,Beijing,Line 7,Line 7 Phase 2 (Eastern Extension),2016,2020,0,17.2,87,15,0,0,9,NaN,Plan,15330,CNY,2016,0.251,3847.83,223.7110465,0,1.269554638,4885.030423,284.0133967,Media,https://zh.wikisource.org/zh-hans/%E5%8C%97%E4%BA%AC%E5%B8%82%E5%9F%8E%E5%B8%82%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A%E7%AC%AC%E4%BA%8C%E6%9C%9F%E5%BB%BA%E8%AE%BE%E8%A7%84%E5%88%92%EF%BC%882015%EF%BD%9E2021%E5%B9%B4%EF%BC%89,NaN,NaN,NaN
CN,Wuhan,Line 2,Line 2 Southern Extension,NaN,NaN,0,13.35,100,13.35,0,0,10,NaN,Media,16017,CNY,2014,0.266,4260.522,319.1402247,0,1.287096175,5483.701568,410.7641624,Media,https://baike.baidu.com/reference/17605858/8a2eRI10Oo3jPyB3RZawIu33fUj3OmCx5fKTFCUCJXoq4BKXZ94NcZoLUG7NPyweTNKYwYHoa5qBIK1P24XE4PGoXEqagKR9-p1ks_BmNh00igM,NaN,NaN,NaN
